genres_position0,genres_position1,genres_position2,genres_freq,production_companies_position0,production_companies_position1,production_companies_freq,director_position0,director_freq
ScienceFiction,Action,Adventure,11,MarvelEntertainment,others,1,Andyserkis,1
Mystery,ScienceFiction,no option,2,others,others,1,Lisajoy,1
Thriller,Action,no option,11,others,others,1,Taylorsheridan,2
Drama,Action,Thriller,2,others,others,1,Deontaylor,5
Action,Thriller,ScienceFiction,5,others,others,2,Christophernolan,4
Comedy,no option,no option,138,others,others,1,Thomascoven,1
Documentary,Crime,no option,3,others,others,2,Connorpatrickgriffin,2
Documentary,Crime,no option,3,others,others,2,Connorpatrickgriffin,2
Drama,Thriller,Crime,6,others,others,1,Pacoplaza,1
Action,Crime,Thriller,31,others,others,1,Navotpapushado,1
Mystery,Crime,no option,1,others,others,133,Jakeanderson,1
Horror,no option,no option,50,others,others,1,Jacobchase,1
Thriller,ScienceFiction,Horror,1,others,others,1,Leighwhannell,3
Action,Adventure,no option,7,others,others,1,Robertschwentke,4
Animation,Comedy,Family,5,others,WaltDisneyPictures,4,Jaredbush,1
Drama,no option,no option,226,others,others,1,Stephenchbosky,3
Comedy,Horror,Thriller,1,others,others,1,Mattbettinelli-olpin,4
Comedy,no option,no option,138,others,others,1,Chrishenchy,1
Action,Adventure,Fantasy,19,MarvelStudios,others,22,Destindanielcretton,4
Comedy,Drama,no option,79,others,others,1,Luluwang,1
Horror,Mystery,Thriller,22,others,others,1,Niadacosta,1
Adventure,Drama,Fantasy,1,others,others,1,Davidlowery,4
Drama,History,no option,36,DreamWorksPictures,others,1,Aaronsorkin,2
Fantasy,Drama,Romance,2,others,others,1,Georgemiller,4
Horror,Mystery,Thriller,22,others,others,1,Williambrentbell,4
Music,no option,no option,5,others,others,1,P.r.brown,1
Family,Comedy,no option,6,others,others,1,Andyfickman,3
Horror,Fantasy,no option,6,others,others,1,Jordandowney,1
Horror,Mystery,Thriller,22,others,others,2,Sophiatakal,1
Comedy,Fantasy,Horror,1,others,others,2,Christopherlandon,5
Comedy,Adventure,ScienceFiction,1,others,others,1,Shawnlevy,5
Drama,Romance,no option,53,others,others,1,Andytennant,2
Drama,no option,no option,226,others,others,1,Darrenaronofsky,3
Drama,Music,Romance,3,others,others,1,Sianheder,1
Drama,no option,no option,226,others,others,1,Jasoncampbell,1
Horror,no option,no option,50,others,others,1,Jordanpacheco,1
Mystery,Comedy,Thriller,1,others,others,1,Tomgeorge,1
Comedy,Drama,no option,79,others,others,1,Seanbaker,3
Thriller,no option,no option,32,others,others,1,Michaelbay,6
Horror,Mystery,ScienceFiction,2,others,others,1,Jordanpeele,3
Music,no option,no option,5,others,others,1,Georgemiller,4
Horror,Mystery,Thriller,22,others,others,2,Tiwest,4
Horror,Thriller,no option,78,others,others,1,Scottderrickson,4
Comedy,no option,no option,138,others,others,1,L.frazier,1
Action,Adventure,Comedy,7,others,others,1,Aaronnee,1
Horror,Adventure,no option,1,others,others,2,Emirskalonja,2
no option,no option,no option,13,others,others,2,Emirskalonja,2
Action,Adventure,Fantasy,1,others,others,1,Zacksnyder,6
Drama,Horror,Romance,1,others,others,1,Lucaguadagnino,3
Horror,no option,no option,50,others,others,1,Natethompson,1
Drama,History,no option,36,others,others,1,Mariaschrader,1
Horror,Thriller,Romance,2,others,others,1,Brincetonbaum,1
Documentary,no option,no option,106,others,others,1,Marcosnegrão,1
Horror,Thriller,no option,78,others,others,1,Jessicam.thompson,1
Comedy,Family,Music,1,others,others,1,Joshgordon,2
Documentary,no option,no option,106,others,others,1,Kylabluwrobel,1
Comedy,no option,no option,138,others,DreamWorksPictures,1,Jaychandrasekhar,2
Action,Thriller,no option,42,others,others,1,Markwilliams,2
Drama,Music,no option,16,others,others,1,Toddfield,1
Drama,Thriller,no option,38,others,others,1,Malgorzataszumowska,1
Drama,no option,no option,226,others,others,1,Rosalindross,1
Drama,no option,no option,226,AmblinEntertainment,others,1,Stevenspielberg,9
Thriller,Horror,no option,24,others,others,1,Le-vankiet,1
Romance,Comedy,no option,17,others,others,1,Olparker,2
Horror,Comedy,no option,8,others,others,1,Joshruben,1
Animation,Fantasy,Horror,1,others,others,1,Philtippett,1
Animation,no option,no option,5,Pixar,others,3,Krzysztofrost,1
Action,Comedy,Crime,3,others,others,1,Tommywirkola,2
Thriller,no option,no option,32,others,others,1,Stephanrick,2
Horror,Mystery,Thriller,22,others,others,1,Parkerfinn,1
Comedy,Horror,no option,17,others,others,1,Nigelbach,2
Comedy,Horror,TVMovie,1,others,others,1,Nigelbach,2
Animation,Comedy,no option,2,others,others,1,Fernandopuig,1
Animation,Family,Adventure,1,WaltDisneyPictures,others,5,Donhall,3
Drama,Crime,no option,10,others,others,1,Judeadams,1
Drama,Comedy,Mystery,1,others,others,1,Balanzariotonatiuh,1
Horror,Thriller,no option,78,others,others,1,Robsavage,1
Action,Drama,ScienceFiction,4,others,others,1,Austinbuchanan,1
no option,no option,no option,13,others,others,1,Barrymarkle,1
Animation,no option,no option,5,others,others,133,Jamespruiksma,1
Family,Comedy,no option,6,others,others,1,Markbanks,1
Comedy,Drama,no option,79,others,others,1,Marcforster,5
Comedy,Adventure,Crime,1,others,others,1,Emilyvrolijk,1
Horror,Thriller,no option,78,others,others,1,Zachcregger,1
Thriller,no option,no option,32,others,others,1,Scottmann,3
Music,no option,no option,5,others,others,133,Yinwoods,1
Comedy,Drama,no option,79,others,others,1,Camdanmead,1
Comedy,Animation,no option,2,others,others,1,Gustavoriquelme,1
Romance,Drama,no option,25,others,others,2,Alexr.wagner,2
Horror,no option,no option,50,others,others,2,Tiwest,4
Documentary,no option,no option,106,others,others,133,Harryrobinson,1
ScienceFiction,Fantasy,Drama,1,others,others,1,Emanuelefameli,1
Comedy,Romance,no option,47,others,others,1,Zachrobinson,1
Adventure,Comedy,Action,1,others,others,1,Aidanwalsh,1
Action,Adventure,ScienceFiction,1,others,others,1,Antoniohutton,1
no option,no option,no option,13,others,others,1,Sammys.,1
Music,History,Drama,1,others,others,1,Kasilemmons,3
Animation,Family,no option,8,others,others,1,Stanleymoore,2
Crime,Drama,Thriller,18,others,others,1,Eytanrockaway,1
Crime,Mystery,Thriller,1,others,others,1,Randallemmett,2
Comedy,no option,no option,138,others,others,1,Maxaguiar,1
Action,Thriller,Crime,1,others,others,1,Noafoeillet,1
Action,Adventure,ScienceFiction,31,others,others,1,Edwarddrake,2
Horror,no option,no option,50,others,others,1,Bobbycoston,1
Romance,no option,no option,2,others,others,1,Grantforgues,1
Documentary,Animation,no option,1,others,others,1,Jonaspoherrasmussen,1
Documentary,no option,no option,106,others,others,1,Coraanne,1
Animation,Family,Adventure,5,others,others,1,Calbrunker,3
Action,Adventure,Family,1,others,others,2,Jefffowler,2
no option,no option,no option,13,others,others,1,Jervonnethacker,1
Comedy,Crime,no option,14,others,others,1,Davido.russell,5
Comedy,Drama,no option,79,others,others,1,Emmaseligman,1
Horror,no option,no option,50,others,others,1,Damienleone,2
Comedy,Crime,Mystery,3,others,others,1,Rianjohnson,4
Romance,Comedy,no option,17,others,others,1,Taylorphillips,1
Comedy,Documentary,no option,3,others,others,1,Jefftremaine,2
War,History,Drama,1,others,others,1,J.d.dillard,2
Horror,Thriller,no option,78,others,others,1,Jimcummings,2
Action,Comedy,Crime,12,others,others,1,Tomgormican,2
Horror,Mystery,Thriller,22,others,others,1,Mattbettinelli-olpin,4
Comedy,ScienceFiction,no option,4,others,others,1,Adammckay,4
Drama,Crime,History,4,others,others,1,Ridleyscott,8
Action,Horror,Comedy,1,others,others,1,Kevinlewis,1
Action,Adventure,Fantasy,19,others,others,1,Roberteggers,3
Animation,Adventure,Family,1,others,DreamWorksAnimation,2,Elainebogan,1
Action,Crime,Thriller,31,others,others,1,Guyritchie,6
Comedy,Drama,Romance,32,others,others,1,Cooperraiff,1
Action,Adventure,ScienceFiction,31,MarvelStudios,others,1,Jonwatts,5
Action,Drama,no option,55,others,others,1,Robertlorenz,2
Drama,no option,no option,226,others,others,1,Mikemills,3
Horror,Mystery,no option,9,others,others,1,Evanspiliotopoulos,1
Romance,Drama,no option,25,others,others,1,Marcmeyers,1
Thriller,Mystery,Horror,4,others,others,1,M.nightshyamalan,5
Animation,Action,Adventure,1,DreamWorksAnimation,others,4,Pierreperifel,1
Horror,no option,no option,50,others,others,1,Dakotaray,1
Horror,no option,no option,50,others,others,1,Gerardbush,1
Drama,Comedy,no option,40,others,others,1,Reidcarolin,1
Action,Thriller,no option,42,others,others,1,Derrickborte,1
ScienceFiction,Action,Adventure,11,others,others,1,Lanawachowski,2
Music,Comedy,Romance,1,others,others,133,Bobrose,2
Comedy,ScienceFiction,no option,4,others,others,133,Bobrose,2
Comedy,no option,no option,138,others,others,1,Jonlucas,4
Horror,Mystery,Thriller,22,others,others,1,Jameswan,6
Thriller,Mystery,ScienceFiction,2,others,others,1,Oliviawilde,2
Action,Drama,History,2,others,others,1,Ridleyscott,8
Horror,Thriller,no option,78,others,others,1,Davidgordongreen,10
Drama,Crime,Thriller,5,others,others,1,Tommccarthy,3
Music,Horror,Fantasy,1,others,others,1,Melaniemartinez,1
Fantasy,Action,Comedy,1,MarvelStudios,others,2,Taikawaititi,3
Romance,Comedy,Music,2,others,others,1,Katcoiro,2
Drama,Comedy,no option,40,others,others,1,Damienchazelle,5
Drama,no option,no option,226,others,others,1,Leeisaacchung,1
Action,Crime,Thriller,31,others,others,1,Ilyanaishuller,2
Thriller,History,Drama,2,others,others,1,Yuvaladler,1
Comedy,Romance,no option,47,others,others,1,Nicholasstoller,5
Drama,Music,History,5,others,others,1,Bazluhrmann,2
Drama,History,no option,36,others,others,1,Reinaldomarcusgreen,1
Drama,History,no option,36,others,others,1,Davidfincher,3
Horror,Thriller,no option,78,others,others,1,Davidgordongreen,10
Drama,Fantasy,no option,7,others,others,1,Edsonoda,1
Action,Drama,Family,1,others,others,1,Michaeljamesnelson,1
Comedy,Drama,no option,79,others,others,1,Euroslyn,1
Horror,Crime,Mystery,1,others,others,1,Darrenlynnbousman,2
Crime,Drama,Thriller,18,others,others,1,Johnleehancock,3
Horror,Action,Thriller,4,others,others,1,Everardogout,1
Thriller,Action,no option,11,others,others,1,Adrianbol,1
Drama,no option,no option,226,others,others,1,Florianzeller,1
Drama,Western,no option,3,others,others,1,Clinteastwood,8
Comedy,Drama,ScienceFiction,2,others,others,1,Noahbaumbach,3
Romance,Drama,no option,25,others,others,1,Castillelandon,1
Drama,Romance,no option,53,others,others,1,Joewright,5
Animation,Family,no option,8,others,others,133,Stanleymoore,2
Action,Drama,no option,55,others,others,1,Deweyallen,1
Action,Drama,History,2,others,others,1,Ginaprince-bythewood,2
Action,Comedy,Thriller,4,others,others,1,Davidleitch,4
Animation,Action,Adventure,1,Pixar,WaltDisneyPictures,7,Angusmaclane,1
Drama,Comedy,no option,40,others,others,1,Paulthomasanderson,4
Horror,Thriller,Mystery,13,others,others,1,Timovuorensola,1
Drama,Family,no option,9,others,others,1,Brettandrewchristiansen,1
Drama,no option,no option,226,others,others,1,Pablolarraín,2
Documentary,no option,no option,106,others,others,1,Colinshuran,1
Adventure,no option,no option,1,others,others,1,Shaunpetercunningham,1
Comedy,Horror,no option,17,others,others,1,Alexcraigmann,1
Romance,Comedy,Drama,11,others,others,1,Josephgordon-levitt,1
Drama,Comedy,Romance,10,others,others,1,Noahbuschel,1
Drama,Thriller,no option,38,others,others,133,Christopherm.bessette,1
Horror,Thriller,no option,78,others,others,1,Marcusdunstan,2
Drama,ScienceFiction,Mystery,3,others,others,2,Johnputch,1
Comedy,Fantasy,Thriller,1,others,others,1,Ramaamosley,1
Comedy,Drama,no option,79,others,others,1,Noahbaumbach,3
Thriller,no option,no option,32,others,others,1,Miranair,2
Drama,Romance,no option,53,others,others,1,Justinsimien,1
Adventure,Family,Fantasy,5,others,others,133,Matthewdiamond,1
Drama,Action,no option,20,others,others,1,Johnnyremo,1
Adventure,Drama,Romance,1,others,others,133,Josephp.stachura,1
Drama,no option,no option,226,others,others,1,Brianpercival,1
Drama,Music,no option,16,others,others,1,Johnridley,1
Drama,no option,no option,226,others,others,1,Giacoppola,2
Drama,no option,no option,226,others,others,1,Jonathanjakubowicz,1
Comedy,Documentary,no option,3,others,others,1,Lesliesmall,3
Comedy,Crime,Drama,5,others,others,1,E.l.katz,1
Romance,Drama,no option,25,others,others,1,Joeswanberg,2
Adventure,Family,no option,1,others,others,1,Billmuir,1
Horror,Fantasy,no option,6,others,others,1,Randymoore,1
Drama,Comedy,no option,40,others,others,1,Davidcross,1
Horror,Mystery,Thriller,22,others,others,1,Alejandroamenábar,1
TVMovie,Drama,Mystery,1,others,others,1,Richardgabai,2
Drama,Thriller,no option,38,others,others,1,Billewoodruff,2
Drama,Family,no option,9,others,others,1,Dougdearth,1
Drama,Family,no option,9,others,WaltDisneyPictures,1,Nikicaro,3
Drama,Romance,no option,53,others,others,1,Chrismasonjohnson,1
Drama,Family,no option,9,others,others,1,Johnstephenson,1
Drama,no option,no option,226,others,others,1,Jonstewart,1
ScienceFiction,Comedy,Horror,1,others,others,1,Robbiepickering,1
Thriller,no option,no option,32,others,others,1,Catherinehardwicke,3
Comedy,Drama,Romance,32,others,others,1,Nicoleholofcener,1
Drama,Romance,no option,53,others,others,1,Steverace,1
Drama,Music,no option,16,others,others,1,Bradj.silverman,1
Drama,no option,no option,226,others,others,1,Dylanbaker,1
Horror,Thriller,no option,78,others,others,2,D.j.caruso,3
Comedy,no option,no option,138,others,others,1,Adamcarolla,1
Horror,Mystery,no option,9,others,others,133,Stevesessions,1
Drama,Action,Crime,4,others,others,1,Andrewlau,1
Drama,Comedy,no option,40,others,others,1,Chrisrock,1
Drama,War,no option,10,others,others,1,Davidoelhoffen,1
Comedy,Drama,Romance,32,others,others,1,Chrisevans,1
Animation,no option,no option,5,others,others,1,Rogerallers,1
Horror,no option,no option,50,others,others,1,Davidjung,1
Documentary,Music,no option,11,others,others,1,Jasonmiller,1
Drama,Comedy,Romance,10,others,others,1,Michaelradford,1
History,Drama,no option,8,others,others,1,Michaelgrandage,1
Thriller,Crime,Action,2,others,others,1,Simonwest,4
Crime,Drama,no option,15,others,others,1,Richardmontoya,1
Western,Drama,no option,4,others,others,1,Michaelberry,1
Drama,Horror,Thriller,4,others,others,1,Craigwilliammacneill,1
Documentary,no option,no option,106,others,others,133,Carybell,1
Documentary,no option,no option,106,others,others,133,Catherinegund,1
Documentary,Family,no option,3,others,others,1,Kiefdavidson,1
Drama,Romance,no option,53,others,others,1,Thomasvinterberg,1
Horror,Drama,Thriller,3,others,others,133,Brucedellis,1
Comedy,Romance,no option,47,others,others,1,Gillianrobespierre,1
History,Drama,no option,8,others,others,1,Mikeleigh,1
ScienceFiction,Drama,no option,4,others,others,1,Mikecahill,2
Thriller,Action,Drama,3,others,others,1,Ekachaiuekrongtham,1
Drama,ScienceFiction,no option,6,others,others,1,Benjamindickinson,1
Documentary,History,no option,4,others,others,1,Robertgordon,1
Action,Adventure,Drama,4,others,others,1,Chadburns,1
War,Documentary,Adventure,1,others,others,1,Robertagrossman,2
Thriller,no option,no option,32,others,others,1,Jonwatts,5
Fantasy,Drama,no option,3,others,others,1,Jongunn,2
Comedy,Drama,no option,79,others,others,1,Alfonsogomez-rejon,2
Documentary,ScienceFiction,no option,1,others,others,1,Michaelmadsen,1
Mystery,Comedy,no option,1,others,others,1,Patrickbrice,1
Drama,no option,no option,226,others,others,1,Michaelcarney,1
Thriller,Mystery,no option,3,others,others,1,Nataliebible,1
Drama,no option,no option,226,others,others,2,Stormydaniels,2
Drama,no option,no option,226,others,others,1,Andreaarnold,1
Drama,Crime,Comedy,2,others,others,1,Spikelee,3
Comedy,no option,no option,138,others,others,1,Nickweiss,1
Drama,ScienceFiction,Thriller,2,others,others,1,Noahhawley,1
Thriller,Horror,ScienceFiction,1,others,others,1,Michaelcramer,1
no option,no option,no option,13,others,others,133,Charlielevi,1
Documentary,no option,no option,106,others,others,133,Erindavis,1
Documentary,no option,no option,106,others,others,133,Denaseidel,1
Drama,no option,no option,226,others,others,1,Angelopizzo,1
Horror,Fantasy,no option,6,others,others,1,Jeffbetancourt,1
Documentary,no option,no option,106,others,others,1,Saranewens,1
Drama,no option,no option,226,others,others,133,Timothyhines,1
Comedy,Drama,no option,79,others,others,1,Mikebirbiglia,2
Comedy,Adventure,Family,1,others,others,1,Timothyreckart,1
Documentary,no option,no option,106,others,others,1,Raycomfort,1
Drama,History,no option,36,others,others,1,Robreiner,4
Drama,no option,no option,226,others,others,1,Mattbrown,1
Comedy,Romance,no option,47,others,others,2,Jamiebuckner,1
Action,Crime,Horror,2,others,others,133,Jerrypyle,1
no option,no option,no option,13,others,others,1,Paulthomas,1
Comedy,Drama,no option,79,others,others,1,Richardlinklater,5
Drama,Crime,Comedy,2,others,others,1,Marielleheller,3
Drama,Thriller,no option,38,others,others,1,Coryfinley,1
Drama,History,Western,1,others,others,1,Susannawhite,1
Drama,Crime,Action,1,others,others,1,Justintipping,1
Horror,Drama,Family,1,others,others,1,Franklin,1
Romance,no option,no option,2,others,others,1,Youssefdelara,2
Family,Drama,no option,5,others,others,133,Davidl.hunt,1
Comedy,Romance,no option,47,others,others,1,Billewoodruff,2
War,Action,Drama,1,others,others,2,Christophernolan,4
Drama,no option,no option,226,others,others,1,Bruceberesford,2
Drama,Horror,no option,3,others,others,1,Nicolaspesce,2
Documentary,no option,no option,106,others,others,1,Charlesferguson,1
Crime,Action,no option,3,others,others,1,Warrenp.sonoda,1
Comedy,no option,no option,138,others,others,1,Taylorhackford,2
Drama,Music,no option,16,others,others,1,Damienchazelle,5
Drama,Romance,no option,53,others,others,1,Robreiner,4
Thriller,Action,Crime,2,others,others,1,Nielsardenoplev,2
Drama,Comedy,no option,40,others,others,1,Stevetaylor,1
Drama,Romance,no option,53,others,others,1,Joewright,5
Fantasy,Family,Music,1,others,others,1,Andrewadamson,1
Documentary,no option,no option,106,others,others,1,Ronfricke,1
Drama,Romance,no option,53,others,others,1,Lawrencekasdan,1
Comedy,Action,no option,6,others,others,1,Frankcoraci,3
Drama,Thriller,no option,38,others,others,1,Robertredford,1
ScienceFiction,Drama,Mystery,1,others,others,1,Zalbatmanglij,2
Horror,Thriller,no option,78,others,others,1,Michaela.nickles,1
Drama,Music,no option,16,others,others,1,Youssefdelara,2
Drama,no option,no option,226,others,others,1,Michaelapted,1
Drama,no option,no option,226,others,others,1,Danielbarnz,3
Comedy,Drama,Romance,32,others,others,1,Whitstillman,2
Comedy,Western,no option,2,others,others,1,Mattpiedmont,1
Comedy,no option,no option,138,others,others,1,Timheidecker,1
Thriller,no option,no option,32,others,others,1,Heitordhalia,1
Comedy,Romance,no option,47,others,others,1,Gabrielemuccino,2
Action,Crime,Thriller,31,others,others,1,Jee-woonkim,1
Drama,Family,Fantasy,2,others,others,1,Donhandfield,1
Drama,Thriller,Crime,6,others,others,1,Ditomontiel,2
Comedy,no option,no option,138,others,others,1,Lesliesmall,3
Comedy,Romance,Horror,1,others,others,1,Amyheckerling,1
Comedy,no option,no option,138,others,others,1,Tinagordon,2
Drama,no option,no option,226,others,others,133,Qasimbasir,1
Drama,Romance,no option,53,others,others,1,Gavinwiesen,1
Comedy,Music,no option,5,others,others,1,Toddgraff,1
Drama,Family,no option,9,others,others,4,Carmenmarrón,1
Drama,no option,no option,226,others,others,1,Maryamkeshavarz,1
Drama,Fantasy,Romance,3,others,others,1,Mirandajuly,1
Comedy,no option,no option,138,others,others,1,Miguelarteta,3
Action,Crime,Thriller,2,others,others,1,Jonathanhensleigh,1
Drama,Animation,Family,1,others,others,1,Sarahsmith,1
Drama,Thriller,no option,38,others,others,1,Seandurkin,1
Drama,Comedy,Romance,10,others,others,1,Richardayoade,1
Comedy,Drama,Romance,32,others,others,1,Nicolekassell,1
Drama,War,no option,10,others,others,1,Alejandrolandes,1
Animation,Adventure,Comedy,3,others,others,1,Aaronwoodley,1
Thriller,History,Drama,1,others,others,1,Anthonymaras,1
Documentary,no option,no option,106,others,others,1,Stevejames,2
Thriller,Action,no option,11,others,others,1,Jessev.johnson,3
Comedy,Fantasy,Romance,2,others,others,1,Toddstrauss-schulson,2
Family,Animation,Adventure,1,others,others,1,Kareykirkpatrick,1
Drama,no option,no option,226,others,others,1,Balabalakrishnan,1
Comedy,Drama,no option,79,others,others,1,Gusvansant,4
Music,Drama,no option,12,others,others,1,Maxminghella,1
Comedy,no option,no option,138,others,others,1,Kevinsmith,5
Documentary,no option,no option,106,others,others,1,Milaaung-thwin,1
Animation,Adventure,Family,1,others,others,1,Richardlanni,1
Documentary,no option,no option,106,others,others,1,Maggielee,1
Thriller,Crime,Drama,10,others,others,1,Remywallace,1
Horror,no option,no option,50,others,others,1,Gregoryplotkin,3
Action,Drama,ScienceFiction,1,others,others,1,Benyoung,1
Documentary,no option,no option,106,others,others,1,Derekhallquist,1
Comedy,Drama,no option,79,others,others,133,Franklotito,1
Music,Drama,no option,12,others,others,1,Geremyjasper,1
Comedy,no option,no option,138,others,others,4,Kenmarino,2
Drama,no option,no option,226,others,others,1,Jongunn,2
Fantasy,ScienceFiction,Comedy,1,others,others,1,Bootsriley,1
Comedy,Drama,no option,79,others,others,1,Dallasjenkins,1
Thriller,Drama,Fantasy,1,others,others,1,Rodrigocortés,2
Comedy,Drama,no option,79,others,others,1,Maxwinkler,1
Romance,Comedy,no option,17,others,others,4,Kenmarino,2
Drama,no option,no option,226,others,others,1,Johncrowley,2
Drama,no option,no option,226,others,others,1,Joeledgerton,2
Animation,Drama,Romance,1,others,others,133,Alexmyung,1
Thriller,Crime,Drama,1,others,others,1,Karynkusama,2
Drama,no option,no option,226,others,others,1,Josephinedecker,1
Action,no option,no option,18,others,others,133,Patrickgreen,1
Action,Thriller,no option,42,others,others,1,Reedmorano,1
Adventure,Drama,Comedy,1,others,others,1,Tylernilson,1
Comedy,Romance,no option,47,others,others,1,Jonathanlevine,5
Comedy,Drama,Romance,32,others,others,1,Jesseperetz,2
Drama,History,no option,36,others,others,1,Robinbissell,1
ScienceFiction,Action,Thriller,4,others,others,1,Anglee,3
Drama,Comedy,no option,40,others,others,1,Stevegomer,1
Drama,no option,no option,226,others,others,1,Roxanndawson,1
Drama,War,no option,10,others,others,1,Davidg.evans,2
ScienceFiction,Action,Thriller,4,others,others,1,Matthewcharlessantoro,1
Horror,Comedy,no option,8,others,others,133,Jonkovel,1
Romance,Drama,no option,25,others,others,1,Ryrusso-young,2
Drama,no option,no option,226,others,others,1,Chrisdowling,1
Drama,no option,no option,226,others,others,1,Haroldcronk,3
Drama,History,no option,36,others,others,2,Kasilemmons,3
Action,Crime,Horror,2,others,others,1,Zacksnyder,6
Drama,Music,no option,16,others,others,1,Dariusmarder,1
Comedy,ScienceFiction,Adventure,1,others,others,1,Deanparisot,2
Drama,Romance,no option,53,others,others,1,Denzelwashington,2
Horror,Comedy,Fantasy,2,others,others,133,Nathanielbeaver,1
Action,Crime,Drama,12,others,others,1,Rza,2
Action,Crime,Drama,4,others,others,1,Andreaberloff,1
Drama,no option,no option,226,others,others,1,Clareniederpruem,1
Drama,no option,no option,226,others,others,1,Rubinwhitmoreii,1
Horror,Fantasy,Mystery,1,others,others,1,Nicksimon,1
Horror,Drama,Adventure,1,others,others,1,Johannesroberts,4
Drama,no option,no option,226,others,others,1,Benhernandezbray,1
Documentary,no option,no option,106,others,others,1,Michaelmoore,1
Drama,no option,no option,226,others,others,1,Gavinoconnor,4
Drama,no option,no option,226,others,others,1,Alexkendrick,3
Crime,Drama,no option,15,others,others,1,Joelsouza,1
Crime,Drama,no option,15,others,others,1,Alantaylor,3
Thriller,no option,no option,32,others,others,1,Deontaylor,5
Drama,Romance,no option,53,others,others,4,Thorfreudenthal,2
Family,Adventure,Drama,1,others,others,1,Gailmancuso,1
Drama,no option,no option,226,others,others,1,Joetalbot,1
Drama,Music,no option,16,others,others,1,Alexrossperry,4
Crime,Family,Comedy,1,others,others,1,Kattshea,1
Comedy,Drama,no option,79,others,others,1,Michaelangelocovino,1
Family,Action,Comedy,1,others,others,1,Petersegal,3
Comedy,Romance,ScienceFiction,1,others,others,1,Maxbarbakow,1
Comedy,no option,no option,138,others,others,133,Gilesandrews,1
Music,Drama,Romance,3,others,others,1,Andrewerwin,5
Comedy,Horror,no option,17,others,others,1,Deontaylor,5
Drama,Western,Adventure,1,others,others,1,Paulgreengrass,3
Drama,no option,no option,226,others,others,133,Chuckkonzelman,1
Comedy,Drama,no option,79,others,others,1,Zarahayes,1
Thriller,Action,no option,11,others,others,1,Stephens.campanelli,2
Thriller,Mystery,Horror,4,others,others,1,Carlosnunez,1
Thriller,Action,Crime,2,others,others,1,Markwilliams,2
no option,no option,no option,13,others,others,1,Kevonburns,1
Thriller,no option,no option,32,others,others,1,Baltasarkormákur,5
Drama,no option,no option,226,others,others,1,Ricromanwaugh,4
Drama,no option,no option,226,others,others,1,Morganbond,1
Horror,no option,no option,50,others,others,1,Jdcohen,1
Thriller,Horror,Drama,4,others,others,1,Curtispollock,1
Comedy,Romance,no option,47,others,others,1,Candyj.beard,1
Horror,no option,no option,50,others,others,1,Jamaalburden,1
Mystery,Drama,Thriller,2,others,others,1,Olivianewman,1
Comedy,Crime,no option,14,others,others,2,Stormydaniels,2
Drama,no option,no option,226,others,others,1,Jamesgray,4
Drama,no option,no option,226,others,others,133,Ohmphanphiroj,1
ScienceFiction,Drama,no option,4,others,others,1,Georgeclooney,4
Horror,Mystery,Thriller,22,others,others,1,Brettpierce,1
Comedy,no option,no option,138,others,others,1,Lankyboy,1
Horror,no option,no option,50,others,others,1,Gregoryplotkin,3
Family,Adventure,Comedy,1,others,others,1,Brianherzlinger,1
Drama,no option,no option,226,others,others,1,Amykoppelman,1
Horror,Thriller,no option,78,others,others,1,Chrisschwab,1
Action,Drama,no option,55,others,others,1,Adamboster,1
Crime,Drama,no option,15,others,others,1,Tomanton,1
Crime,Thriller,no option,20,others,others,1,Gabrielatagliavini,1
Thriller,Horror,no option,24,others,others,1,Ollyblackburn,1
Mystery,Drama,Crime,1,others,others,1,Johncrowley,2
Documentary,no option,no option,106,others,others,133,Thomasnapper,1
Comedy,no option,no option,138,others,others,1,Scottcoffey,1
Documentary,no option,no option,106,others,others,133,Andrewmarcus,1
Documentary,no option,no option,106,others,others,133,Franklinmartin,1
Comedy,Horror,Thriller,1,others,others,1,Stevenc.miller,7
Adventure,Comedy,no option,2,others,others,1,Gorkirakosian,2
Drama,no option,no option,226,others,others,133,Michelledanner,1
Crime,Thriller,Mystery,2,others,others,1,Morganoneill,1
Animation,Adventure,Family,5,others,others,1,Kyungholee,2
Comedy,Romance,Drama,4,others,others,133,Rosakaro,1
Horror,no option,no option,50,others,others,1,Johnpoliquin,1
Drama,no option,no option,226,others,others,1,Darrelcampbell,1
Drama,no option,no option,226,others,others,1,Matíaspiñeiro,1
Thriller,Action,Crime,5,others,others,1,Erniebarbarash,3
no option,no option,no option,13,others,others,1,Conradjanis,1
Drama,no option,no option,226,others,others,1,Brentmccorkle,1
Documentary,no option,no option,106,others,others,133,Jasonpaulcollum,1
Thriller,ScienceFiction,no option,5,others,others,1,Gersonsanginitto,1
Horror,Thriller,no option,78,others,others,133,Seanstone,1
Mystery,Drama,Action,1,others,others,1,Jessyterrero,1
Thriller,Comedy,Action,1,others,others,1,Fisherstevens,1
ScienceFiction,Thriller,Drama,4,others,others,1,Eronsheean,1
Horror,no option,no option,50,others,others,1,Brettdonowho,1
Comedy,Drama,no option,79,others,others,133,Charless.dutton,1
Comedy,no option,no option,138,others,others,1,Toddberger,1
Horror,Action,Thriller,2,others,others,133,Nathanellering,1
Drama,no option,no option,226,others,others,133,Llorentbarajas,1
Drama,Thriller,no option,38,others,others,1,Anapiterbarg,1
Comedy,Drama,no option,79,others,others,1,Davidgordongreen,10
